#old_id	new_id
evm.model.jcf7180008022476.3	CcGene_06486
evm.model.jcf7180008022476.4	CcGene_06487
evm.model.jcf7180008022476.5	CcGene_06488
evm.model.jcf7180008022476.6	CcGene_06489
evm.model.jcf7180008022476.7	CcGene_06490
evm.model.jcf7180008022476.8	CcGene_06491
evm.model.jcf7180008022476.9	CcGene_06492
evm.model.jcf7180008022477.1	CcGene_06493
evm.model.jcf7180008022477.2	CcGene_06494
evm.model.jcf7180008022477.3	CcGene_06495
evm.model.jcf7180008022477.4	CcGene_06496
evm.model.jcf7180008022477.5	CcGene_06497
evm.model.jcf7180008022478.1	CcGene_06498
evm.model.jcf7180008022479.1	CcGene_06499
evm.model.jcf7180008022480.1	CcGene_06500
evm.model.jcf7180008022480.2	CcGene_06501
evm.model.jcf7180008022480.3	CcGene_06502
evm.model.jcf7180008022480.4	CcGene_06503
evm.model.jcf7180008022481.1	CcGene_06504
evm.model.jcf7180008022481.2	CcGene_06505
evm.model.jcf7180008022481.3	CcGene_06506
evm.model.jcf7180008022482.1	CcGene_06507
evm.model.jcf7180008022482.2	CcGene_06508
evm.model.jcf7180008022483.1	CcGene_06509
evm.model.jcf7180008022483.2	CcGene_06510
evm.model.jcf7180008022484.1	CcGene_06511
evm.model.jcf7180008022485.1	CcGene_06512
evm.model.jcf7180008022485.2	CcGene_06513
evm.model.jcf7180008022486.1	CcGene_06514
evm.model.jcf7180008022486.2	CcGene_06515
evm.model.jcf7180008022486.3	CcGene_06516
evm.model.jcf7180008022486.4	CcGene_06517
evm.model.jcf7180008022487.1	CcGene_06518
evm.model.jcf7180008022487.2	CcGene_06519
evm.model.jcf7180008022487.3	CcGene_06520
evm.model.jcf7180008022487.4	CcGene_06521
evm.model.jcf7180008022488.1	CcGene_06522
evm.model.jcf7180008022488.2	CcGene_06523
evm.model.jcf7180008022489.1	CcGene_06524
evm.model.jcf7180008022489.2	CcGene_06525
evm.model.jcf7180008022489.3	CcGene_06526
evm.model.jcf7180008022490.1	CcGene_06527
evm.model.jcf7180008022491.1	CcGene_06528
evm.model.jcf7180008022491.2	CcGene_06529
evm.model.jcf7180008022493.1	CcGene_06530
evm.model.jcf7180008022494.1	CcGene_06531
evm.model.jcf7180008022496.1	CcGene_06532
evm.model.jcf7180008022498.1	CcGene_06533
evm.model.jcf7180008022498.2	CcGene_06534
evm.model.jcf7180008022499.1	CcGene_06535
evm.model.jcf7180008022500.1	CcGene_06536
evm.model.jcf7180008022500.2	CcGene_06537
evm.model.jcf7180008022500.3	CcGene_06538
evm.model.jcf7180008022500.4	CcGene_06539
evm.model.jcf7180008022501.1	CcGene_06540
evm.model.jcf7180008022501.2	CcGene_06541
evm.model.jcf7180008022501.3	CcGene_06542
evm.model.jcf7180008022502.1	CcGene_06543
evm.model.jcf7180008022506.1	CcGene_06544
evm.model.jcf7180008022506.2	CcGene_06545
evm.model.jcf7180008022509.1	CcGene_06546
evm.model.jcf7180008022514.1	CcGene_06547
evm.model.jcf7180008022514.2	CcGene_06548
evm.model.jcf7180008022515.1	CcGene_06549
evm.model.jcf7180008022515.2	CcGene_06550
evm.model.jcf7180008022517.1	CcGene_06551
evm.model.jcf7180008022517.2	CcGene_06552
evm.model.jcf7180008022518.1	CcGene_06553
evm.model.jcf7180008022522.1	CcGene_06554
evm.model.jcf7180008022522.2	CcGene_06555
evm.model.jcf7180008022522.3	CcGene_06556
evm.model.jcf7180008022524.1	CcGene_06557
evm.model.jcf7180008022525.1	CcGene_06558
evm.model.jcf7180008022526.1	CcGene_06559
evm.model.jcf7180008022526.2	CcGene_06560
evm.model.jcf7180008022527.1	CcGene_06561
evm.model.jcf7180008022527.2	CcGene_06562
evm.model.jcf7180008022527.3	CcGene_06563
evm.model.jcf7180008022527.4	CcGene_06564
evm.model.jcf7180008022527.5	CcGene_06565
evm.model.jcf7180008022527.6	CcGene_06566
evm.model.jcf7180008022532.1	CcGene_06567
evm.model.jcf7180008022533.1	CcGene_06568
evm.model.jcf7180008022534.1	CcGene_06569
evm.model.jcf7180008022547.1	CcGene_06570
evm.model.jcf7180008022554.1	CcGene_06571
evm.model.jcf7180008022557.1	CcGene_06572
evm.model.jcf7180008022557.2	CcGene_06573
evm.model.jcf7180008022559.1	CcGene_06574
evm.model.jcf7180008022561.1	CcGene_06575
evm.model.jcf7180008022565.1	CcGene_06576
evm.model.jcf7180008022565.2	CcGene_06577
evm.model.jcf7180008022565.3	CcGene_06578
evm.model.jcf7180008022565.4	CcGene_06579
evm.model.jcf7180008022570.1	CcGene_06580
evm.model.jcf7180008022577.1	CcGene_06581
evm.model.jcf7180008022580.1	CcGene_06582
evm.model.jcf7180008022581.1	CcGene_06583
evm.model.jcf7180008022581.2	CcGene_06584
evm.model.jcf7180008022582.1	CcGene_06585
evm.model.jcf7180008022584.1	CcGene_06586
evm.model.jcf7180008022586.1	CcGene_06587
evm.model.jcf7180008022591.1	CcGene_06588
evm.model.jcf7180008022591.2	CcGene_06589
evm.model.jcf7180008022593.1	CcGene_06590
evm.model.jcf7180008022612.1	CcGene_06591
evm.model.jcf7180008022612.2	CcGene_06592
evm.model.jcf7180008022612.3	CcGene_06593
evm.model.jcf7180008022614.1	CcGene_06594
evm.model.jcf7180008022622.1	CcGene_06595
evm.model.jcf7180008022622.2	CcGene_06596
evm.model.jcf7180008022624.1	CcGene_06597
evm.model.jcf7180008022626.1	CcGene_06598
evm.model.jcf7180008022630.1	CcGene_06599
evm.model.jcf7180008022633.1	CcGene_06600
evm.model.jcf7180008022635.1	CcGene_06601
evm.model.jcf7180008022635.2	CcGene_06602
evm.model.jcf7180008022635.3	CcGene_06603
evm.model.jcf7180008022635.4	CcGene_06604
evm.model.jcf7180008022637.1	CcGene_06605
evm.model.jcf7180008022640.1	CcGene_06606
evm.model.jcf7180008022643.1	CcGene_06607
evm.model.jcf7180008022644.1	CcGene_06608
evm.model.jcf7180008022644.2	CcGene_06609
evm.model.jcf7180008022646.1	CcGene_06610
evm.model.jcf7180008022647.1	CcGene_06611
evm.model.jcf7180008022647.10	CcGene_06612
evm.model.jcf7180008022647.11	CcGene_06613
evm.model.jcf7180008022647.12	CcGene_06614
evm.model.jcf7180008022647.13	CcGene_06615
evm.model.jcf7180008022647.14	CcGene_06616
evm.model.jcf7180008022647.2	CcGene_06617
evm.model.jcf7180008022647.3	CcGene_06618
evm.model.jcf7180008022647.4	CcGene_06619
evm.model.jcf7180008022647.5	CcGene_06620
evm.model.jcf7180008022647.6	CcGene_06621
evm.model.jcf7180008022647.7	CcGene_06622
evm.model.jcf7180008022647.7.1.6a4b55cc	CcGene_06623
evm.model.jcf7180008022647.8	CcGene_06624
evm.model.jcf7180008022647.9	CcGene_06625
evm.model.jcf7180008022648.1	CcGene_06626
evm.model.jcf7180008022648.10	CcGene_06627
evm.model.jcf7180008022648.11	CcGene_06628
evm.model.jcf7180008022648.2	CcGene_06629
evm.model.jcf7180008022648.3	CcGene_06630
evm.model.jcf7180008022648.4	CcGene_06631
evm.model.jcf7180008022648.5	CcGene_06632
evm.model.jcf7180008022648.6	CcGene_06633
evm.model.jcf7180008022648.7	CcGene_06634
evm.model.jcf7180008022648.8	CcGene_06635
evm.model.jcf7180008022648.9	CcGene_06636
evm.model.jcf7180008022650.1	CcGene_06637
evm.model.jcf7180008022650.10	CcGene_06638
evm.model.jcf7180008022650.2	CcGene_06639
evm.model.jcf7180008022650.3	CcGene_06640
evm.model.jcf7180008022650.4	CcGene_06641
evm.model.jcf7180008022650.5	CcGene_06642
evm.model.jcf7180008022650.6	CcGene_06643
evm.model.jcf7180008022650.7	CcGene_06644
evm.model.jcf7180008022650.8	CcGene_06645
evm.model.jcf7180008022650.9	CcGene_06646
evm.model.jcf7180008022651.1	CcGene_06647
evm.model.jcf7180008022652.1	CcGene_06648
evm.model.jcf7180008022652.2	CcGene_06649
evm.model.jcf7180008022653.1	CcGene_06650
evm.model.jcf7180008022653.2	CcGene_06651
evm.model.jcf7180008022653.3	CcGene_06652
evm.model.jcf7180008022653.4	CcGene_06653
evm.model.jcf7180008022654.1	CcGene_06654
evm.model.jcf7180008022655.1	CcGene_06655
evm.model.jcf7180008022655.2	CcGene_06656
evm.model.jcf7180008022655.3	CcGene_06657
evm.model.jcf7180008022656.1	CcGene_06658
evm.model.jcf7180008022656.2	CcGene_06659
evm.model.jcf7180008022656.3	CcGene_06660
evm.model.jcf7180008022656.4	CcGene_06661
evm.model.jcf7180008022656.5	CcGene_06662
evm.model.jcf7180008022657.1	CcGene_06663
evm.model.jcf7180008022658.1	CcGene_06664
evm.model.jcf7180008022658.2	CcGene_06665
evm.model.jcf7180008022658.3	CcGene_06666
evm.model.jcf7180008022658.4	CcGene_06667
evm.model.jcf7180008022660.1	CcGene_06668
evm.model.jcf7180008022660.2	CcGene_06669
evm.model.jcf7180008022661.1	CcGene_06670
evm.model.jcf7180008022661.2	CcGene_06671
evm.model.jcf7180008022661.3	CcGene_06672
evm.model.jcf7180008022662.1	CcGene_06673
evm.model.jcf7180008022662.2	CcGene_06674
evm.model.jcf7180008022663.1	CcGene_06675
evm.model.jcf7180008022663.2	CcGene_06676
evm.model.jcf7180008022663.3	CcGene_06677
evm.model.jcf7180008022663.4	CcGene_06678
evm.model.jcf7180008022663.5	CcGene_06679
evm.model.jcf7180008022663.6	CcGene_06680
evm.model.jcf7180008022663.7	CcGene_06681
evm.model.jcf7180008022664.1	CcGene_06682
evm.model.jcf7180008022664.2	CcGene_06683
evm.model.jcf7180008022664.3	CcGene_06684
evm.model.jcf7180008022664.4	CcGene_06685
evm.model.jcf7180008022665.1	CcGene_06686
evm.model.jcf7180008022665.10	CcGene_06687
evm.model.jcf7180008022665.11	CcGene_06688
evm.model.jcf7180008022665.12	CcGene_06689
evm.model.jcf7180008022665.13	CcGene_06690
evm.model.jcf7180008022665.14	CcGene_06691
evm.model.jcf7180008022665.2	CcGene_06692
evm.model.jcf7180008022665.3	CcGene_06693
evm.model.jcf7180008022665.4	CcGene_06694
evm.model.jcf7180008022665.5	CcGene_06695
evm.model.jcf7180008022665.6	CcGene_06696
evm.model.jcf7180008022665.7	CcGene_06697
evm.model.jcf7180008022665.8	CcGene_06698
evm.model.jcf7180008022665.9	CcGene_06699
evm.model.jcf7180008022668.1	CcGene_06700
evm.model.jcf7180008022669.1	CcGene_06701
evm.model.jcf7180008022669.2	CcGene_06702
evm.model.jcf7180008022669.3	CcGene_06703
evm.model.jcf7180008022669.4	CcGene_06704
evm.model.jcf7180008022669.5	CcGene_06705
evm.model.jcf7180008022669.6	CcGene_06706
evm.model.jcf7180008022669.7	CcGene_06707
evm.model.jcf7180008022669.8	CcGene_06708
evm.model.jcf7180008022670.1	CcGene_06709
evm.model.jcf7180008022670.2	CcGene_06710
evm.model.jcf7180008022670.3	CcGene_06711
evm.model.jcf7180008022670.4	CcGene_06712
evm.model.jcf7180008022670.5	CcGene_06713
evm.model.jcf7180008022671.1	CcGene_06714
evm.model.jcf7180008022672.1	CcGene_06715
evm.model.jcf7180008022672.2	CcGene_06716
evm.model.jcf7180008022673.1	CcGene_06717
evm.model.jcf7180008022674.1	CcGene_06718
evm.model.jcf7180008022676.1	CcGene_06719
evm.model.jcf7180008022676.2	CcGene_06720
evm.model.jcf7180008022679.1	CcGene_06721
evm.model.jcf7180008022681.1	CcGene_06722
evm.model.jcf7180008022683.1	CcGene_06723
evm.model.jcf7180008022683.2	CcGene_06724
evm.model.jcf7180008022685.1	CcGene_06725
evm.model.jcf7180008022686.1	CcGene_06726
evm.model.jcf7180008022691.1	CcGene_06727
evm.model.jcf7180008022693.1	CcGene_06728
evm.model.jcf7180008022693.2	CcGene_06729
evm.model.jcf7180008022693.3	CcGene_06730
evm.model.jcf7180008022695.1	CcGene_06731
evm.model.jcf7180008022695.2	CcGene_06732
evm.model.jcf7180008022701.1	CcGene_06733
evm.model.jcf7180008022703.1	CcGene_06734
evm.model.jcf7180008022703.2	CcGene_06735
evm.model.jcf7180008022705.1	CcGene_06736
evm.model.jcf7180008022708.1	CcGene_06737
evm.model.jcf7180008022718.1	CcGene_06738
evm.model.jcf7180008022718.2	CcGene_06739
evm.model.jcf7180008022718.3	CcGene_06740
evm.model.jcf7180008022718.4	CcGene_06741
evm.model.jcf7180008022718.5	CcGene_06742
evm.model.jcf7180008022718.6	CcGene_06743
evm.model.jcf7180008022718.7	CcGene_06744
evm.model.jcf7180008022718.8	CcGene_06745
evm.model.jcf7180008022718.9	CcGene_06746
evm.model.jcf7180008022726.1	CcGene_06747
evm.model.jcf7180008022726.2	CcGene_06748
evm.model.jcf7180008022726.3	CcGene_06749
evm.model.jcf7180008022726.4	CcGene_06750
evm.model.jcf7180008022726.5	CcGene_06751
evm.model.jcf7180008022730.1	CcGene_06752
evm.model.jcf7180008022736.1	CcGene_06753
evm.model.jcf7180008022736.2	CcGene_06754
evm.model.jcf7180008022739.1	CcGene_06755
evm.model.jcf7180008022743.1	CcGene_06756
evm.model.jcf7180008022743.2	CcGene_06757
evm.model.jcf7180008022750.1	CcGene_06758
evm.model.jcf7180008022752.1	CcGene_06759
evm.model.jcf7180008022757.1	CcGene_06760
evm.model.jcf7180008022760.1	CcGene_06761
evm.model.jcf7180008022764.1	CcGene_06762
evm.model.jcf7180008022770.1	CcGene_06763
evm.model.jcf7180008022771.1	CcGene_06764
evm.model.jcf7180008022777.1	CcGene_06765
evm.model.jcf7180008022780.1	CcGene_06766
evm.model.jcf7180008022780.10	CcGene_06767
evm.model.jcf7180008022780.11	CcGene_06768
evm.model.jcf7180008022780.2	CcGene_06769
evm.model.jcf7180008022780.3	CcGene_06770
evm.model.jcf7180008022780.4	CcGene_06771
evm.model.jcf7180008022780.5	CcGene_06772
evm.model.jcf7180008022780.6	CcGene_06773
evm.model.jcf7180008022780.7	CcGene_06774
evm.model.jcf7180008022780.8	CcGene_06775
evm.model.jcf7180008022780.9	CcGene_06776
evm.model.jcf7180008022781.1	CcGene_06777
evm.model.jcf7180008022781.2	CcGene_06778
evm.model.jcf7180008022781.3	CcGene_06779
evm.model.jcf7180008022783.1	CcGene_06780
evm.model.jcf7180008022784.1	CcGene_06781
evm.model.jcf7180008022784.2	CcGene_06782
evm.model.jcf7180008022784.3	CcGene_06783
evm.model.jcf7180008022784.4	CcGene_06784
evm.model.jcf7180008022791.1	CcGene_06785
evm.model.jcf7180008022792.1	CcGene_06786
evm.model.jcf7180008022792.2	CcGene_06787
evm.model.jcf7180008022819.1	CcGene_06788
evm.model.jcf7180008022825.1	CcGene_06789
evm.model.jcf7180008022828.1	CcGene_06790
evm.model.jcf7180008022837.1	CcGene_06791
evm.model.jcf7180008022839.1	CcGene_06792
evm.model.jcf7180008022839.2	CcGene_06793
evm.model.jcf7180008022839.3	CcGene_06794
evm.model.jcf7180008022839.4	CcGene_06795
evm.model.jcf7180008022841.1	CcGene_06796
evm.model.jcf7180008022844.1	CcGene_06797
evm.model.jcf7180008022846.1	CcGene_06798
evm.model.jcf7180008022846.2	CcGene_06799
evm.model.jcf7180008022854.1	CcGene_06800
evm.model.jcf7180008022854.2	CcGene_06801
evm.model.jcf7180008022854.3	CcGene_06802
evm.model.jcf7180008022854.4	CcGene_06803
evm.model.jcf7180008022854.5	CcGene_06804
evm.model.jcf7180008022854.6	CcGene_06805
evm.model.jcf7180008022855.1	CcGene_06806
evm.model.jcf7180008022855.2	CcGene_06807
evm.model.jcf7180008022856.1	CcGene_06808
evm.model.jcf7180008022856.2	CcGene_06809
evm.model.jcf7180008022856.3	CcGene_06810
evm.model.jcf7180008022857.1	CcGene_06811
evm.model.jcf7180008022857.2	CcGene_06812
evm.model.jcf7180008022857.3	CcGene_06813
evm.model.jcf7180008022857.4	CcGene_06814
evm.model.jcf7180008022857.5	CcGene_06815
evm.model.jcf7180008022857.6	CcGene_06816
evm.model.jcf7180008022857.7	CcGene_06817
evm.model.jcf7180008022857.8	CcGene_06818
evm.model.jcf7180008022858.1	CcGene_06819
evm.model.jcf7180008022858.2	CcGene_06820
evm.model.jcf7180008022858.3	CcGene_06821
evm.model.jcf7180008022858.4	CcGene_06822
evm.model.jcf7180008022858.5	CcGene_06823
evm.model.jcf7180008022859.1	CcGene_06824
evm.model.jcf7180008022859.2	CcGene_06825
evm.model.jcf7180008022860.1	CcGene_06826
evm.model.jcf7180008022860.10	CcGene_06827
evm.model.jcf7180008022860.2	CcGene_06828
evm.model.jcf7180008022860.3	CcGene_06829
evm.model.jcf7180008022860.4	CcGene_06830
evm.model.jcf7180008022860.5	CcGene_06831
evm.model.jcf7180008022860.6	CcGene_06832
evm.model.jcf7180008022860.7	CcGene_06833
evm.model.jcf7180008022860.8	CcGene_06834
evm.model.jcf7180008022860.9	CcGene_06835
evm.model.jcf7180008022861.1	CcGene_06836
evm.model.jcf7180008022862.1	CcGene_06837
evm.model.jcf7180008022862.2	CcGene_06838
evm.model.jcf7180008022862.3	CcGene_06839
evm.model.jcf7180008022863.1	CcGene_06840
evm.model.jcf7180008022863.2	CcGene_06841
evm.model.jcf7180008022863.3	CcGene_06842
evm.model.jcf7180008022863.4	CcGene_06843
evm.model.jcf7180008022863.5	CcGene_06844
evm.model.jcf7180008022863.6	CcGene_06845
evm.model.jcf7180008022864.1	CcGene_06846
evm.model.jcf7180008022864.10	CcGene_06847
evm.model.jcf7180008022864.11	CcGene_06848
evm.model.jcf7180008022864.12	CcGene_06849
evm.model.jcf7180008022864.2	CcGene_06850
evm.model.jcf7180008022864.3	CcGene_06851
evm.model.jcf7180008022864.4	CcGene_06852
evm.model.jcf7180008022864.5	CcGene_06853
evm.model.jcf7180008022864.6	CcGene_06854
evm.model.jcf7180008022864.7	CcGene_06855
evm.model.jcf7180008022864.8	CcGene_06856
evm.model.jcf7180008022864.9	CcGene_06857
evm.model.jcf7180008022865.1	CcGene_06858
evm.model.jcf7180008022865.2	CcGene_06859
evm.model.jcf7180008022865.3	CcGene_06860
evm.model.jcf7180008022866.1	CcGene_06861
evm.model.jcf7180008022866.2	CcGene_06862
evm.model.jcf7180008022866.3	CcGene_06863
evm.model.jcf7180008022866.4	CcGene_06864
evm.model.jcf7180008022867.1	CcGene_06865
evm.model.jcf7180008022867.2	CcGene_06866
evm.model.jcf7180008022868.1	CcGene_06867
evm.model.jcf7180008022868.2	CcGene_06868
evm.model.jcf7180008022868.3	CcGene_06869
evm.model.jcf7180008022868.4	CcGene_06870
evm.model.jcf7180008022869.1	CcGene_06871
evm.model.jcf7180008022869.10	CcGene_06872
evm.model.jcf7180008022869.11	CcGene_06873
evm.model.jcf7180008022869.12	CcGene_06874
evm.model.jcf7180008022869.13	CcGene_06875
evm.model.jcf7180008022869.2	CcGene_06876
evm.model.jcf7180008022869.3	CcGene_06877
evm.model.jcf7180008022869.4	CcGene_06878
evm.model.jcf7180008022869.5	CcGene_06879
evm.model.jcf7180008022869.6	CcGene_06880
evm.model.jcf7180008022869.7	CcGene_06881
evm.model.jcf7180008022869.8	CcGene_06882
evm.model.jcf7180008022869.9	CcGene_06883
evm.model.jcf7180008022870.1	CcGene_06884
evm.model.jcf7180008022871.1	CcGene_06885
evm.model.jcf7180008022871.2	CcGene_06886
evm.model.jcf7180008022871.3	CcGene_06887
evm.model.jcf7180008022871.4	CcGene_06888
evm.model.jcf7180008022871.5	CcGene_06889
evm.model.jcf7180008022873.1	CcGene_06890
evm.model.jcf7180008022874.1	CcGene_06891
evm.model.jcf7180008022875.1	CcGene_06892
evm.model.jcf7180008022875.2	CcGene_06893
evm.model.jcf7180008022875.3	CcGene_06894
evm.model.jcf7180008022875.4	CcGene_06895
evm.model.jcf7180008022875.5	CcGene_06896
evm.model.jcf7180008022875.6	CcGene_06897
evm.model.jcf7180008022876.1	CcGene_06898
evm.model.jcf7180008022877.1	CcGene_06899
evm.model.jcf7180008022877.2	CcGene_06900
evm.model.jcf7180008022877.3	CcGene_06901
evm.model.jcf7180008022879.1	CcGene_06902
evm.model.jcf7180008022879.2	CcGene_06903
evm.model.jcf7180008022879.3	CcGene_06904
evm.model.jcf7180008022879.4	CcGene_06905
evm.model.jcf7180008022879.5	CcGene_06906
evm.model.jcf7180008022879.6	CcGene_06907
evm.model.jcf7180008022881.1	CcGene_06908
evm.model.jcf7180008022883.1	CcGene_06909
evm.model.jcf7180008022884.1	CcGene_06910
evm.model.jcf7180008022885.1	CcGene_06911
evm.model.jcf7180008022886.1	CcGene_06912
evm.model.jcf7180008022886.2	CcGene_06913
evm.model.jcf7180008022886.3	CcGene_06914
evm.model.jcf7180008022887.1	CcGene_06915
evm.model.jcf7180008022887.2	CcGene_06916
evm.model.jcf7180008022887.3	CcGene_06917
evm.model.jcf7180008022888.1	CcGene_06918
evm.model.jcf7180008022888.2	CcGene_06919
evm.model.jcf7180008022888.3	CcGene_06920
evm.model.jcf7180008022888.4	CcGene_06921
evm.model.jcf7180008022889.1	CcGene_06922
evm.model.jcf7180008022889.2	CcGene_06923
evm.model.jcf7180008022889.3	CcGene_06924
evm.model.jcf7180008022889.4	CcGene_06925
evm.model.jcf7180008022890.1	CcGene_06926
evm.model.jcf7180008022891.1	CcGene_06927
evm.model.jcf7180008022891.2	CcGene_06928
evm.model.jcf7180008022892.1	CcGene_06929
evm.model.jcf7180008022893.1	CcGene_06930
evm.model.jcf7180008022893.2	CcGene_06931
evm.model.jcf7180008022894.1	CcGene_06932
evm.model.jcf7180008022898.1	CcGene_06933
evm.model.jcf7180008022899.1	CcGene_06934
evm.model.jcf7180008022899.2	CcGene_06935
evm.model.jcf7180008022900.1	CcGene_06936
evm.model.jcf7180008022902.1	CcGene_06937
evm.model.jcf7180008022904.1	CcGene_06938
evm.model.jcf7180008022904.2	CcGene_06939
evm.model.jcf7180008022906.1	CcGene_06940
evm.model.jcf7180008022907.1	CcGene_06941
evm.model.jcf7180008022907.2	CcGene_06942
evm.model.jcf7180008022907.3	CcGene_06943
evm.model.jcf7180008022908.1	CcGene_06944
evm.model.jcf7180008022908.2	CcGene_06945
evm.model.jcf7180008022909.1	CcGene_06946
evm.model.jcf7180008022909.2	CcGene_06947
evm.model.jcf7180008022911.1	CcGene_06948
evm.model.jcf7180008022911.2	CcGene_06949
evm.model.jcf7180008022912.1	CcGene_06950
evm.model.jcf7180008022912.2	CcGene_06951
evm.model.jcf7180008022912.3	CcGene_06952
evm.model.jcf7180008022913.1	CcGene_06953
evm.model.jcf7180008022914.1	CcGene_06954
evm.model.jcf7180008022914.2	CcGene_06955
evm.model.jcf7180008022915.1	CcGene_06956
evm.model.jcf7180008022916.1	CcGene_06957
evm.model.jcf7180008022917.1	CcGene_06958
evm.model.jcf7180008022918.1	CcGene_06959
evm.model.jcf7180008022923.1	CcGene_06960
evm.model.jcf7180008022928.1	CcGene_06961
evm.model.jcf7180008022931.1	CcGene_06962
evm.model.jcf7180008022931.2	CcGene_06963
evm.model.jcf7180008022933.1	CcGene_06964
evm.model.jcf7180008022936.1	CcGene_06965
evm.model.jcf7180008022938.1	CcGene_06966
evm.model.jcf7180008022938.2	CcGene_06967
evm.model.jcf7180008022938.3	CcGene_06968
evm.model.jcf7180008022938.4	CcGene_06969
evm.model.jcf7180008022938.5	CcGene_06970
evm.model.jcf7180008022938.6	CcGene_06971
evm.model.jcf7180008022938.7	CcGene_06972
evm.model.jcf7180008022939.1	CcGene_06973
evm.model.jcf7180008022940.1	CcGene_06974
